Temps;Température
1848;315,1623456
1850;315,0153733
1852;315,0153733
1854;314,8684009
1856;314,8684009
1858;314,8684009
1860;314,7214285
1862;314,7214285
1864;314,5744561
1866;314,5744561
1868;314,4274838
1870;314,4274838
1872;314,4274838
1874;314,2805114
1876;314,2805114
1878;314,133539
1880;314,133539
1882;313,9865667
1884;313,9865667
1886;313,9865667
1888;313,8395943
1890;313,8395943
1892;313,6926219
1894;313,6926219
1896;313,5456495
1898;313,5456495
1900;313,5456495
1902;313,3986772
1904;313,3986772
1906;313,2517048
1908;313,2517048
1910;313,1047324
1912;313,1047324
1914;313,1047324
1916;312,95776
1918;312,95776
1920;312,95776
1922;312,8107877
1924;312,8107877
1926;312,6638153
1928;312,6638153
1930;312,5168429
1932;312,5168429
1934;312,5168429
1936;312,3698706
1938;312,3698706
1940;312,2228982
1942;312,2228982
1944;312,2228982
1946;312,0759258
1948;312,0759258
1950;311,9289534
1952;311,9289534
1954;311,7819811
1956;311,7819811
1958;311,7819811
1960;311,6350087
1962;311,6350087
1964;311,4880363
1966;311,4880363
1968;311,4880363
1970;311,3410639
1972;311,3410639
1974;311,1940916
1976;311,1940916
1978;311,1940916
1980;311,0471192
1982;311,0471192
1984;310,9001468
1986;310,9001468
1988;310,9001468
1990;310,7531744
1992;310,7531744
1994;310,6062021
1996;310,6062021
1998;310,6062021
2000;310,4592297
2002;310,4592297
2004;310,4592297
2006;310,3122573
2008;310,3122573
2010;310,3122573
2012;310,165285
2014;310,165285
2016;310,0183126
2018;310,0183126
2020;310,0183126
2022;309,8713402
2024;309,8713402
2026;309,8713402
2028;309,7243678
2030;309,7243678
2032;309,5773955
2034;309,5773955
2036;309,5773955
2038;309,4304231
2040;309,4304231
2042;309,4304231
2044;309,2834507
2046;309,2834507
2048;309,2834507
2050;309,1364783
2052;309,1364783
2054;308,989506
2056;308,989506
2058;308,989506
2060;308,8425336
2062;308,8425336
2064;308,8425336
2066;308,6955612
2068;308,6955612
2070;308,6955612
2072;308,5485889
2074;308,5485889
2076;308,5485889
2078;308,4016165
2080;308,4016165
2082;308,4016165
2084;308,2546441
2086;308,2546441
2088;308,2546441
2090;308,1076717
2092;308,1076717
2094;308,1076717
2096;307,9606994
2098;307,9606994
2100;307,9606994
2102;307,813727
2104;307,813727
2106;307,813727
2108;307,6667546
2110;307,6667546
2112;307,6667546
2114;307,5197822
2116;307,5197822
2118;307,5197822
2120;307,5197822
2122;307,3728099
2124;307,3728099
2126;307,3728099
2128;307,2258375
2130;307,2258375
2132;307,2258375
2134;307,0788651
2136;307,0788651
2138;307,0788651
2140;306,9318927
2142;306,9318927
2144;306,9318927
2146;306,7849204
2148;306,7849204
2150;306,7849204
2152;306,7849204
2154;306,637948
2156;306,637948
2158;306,637948
2160;306,4909756
2162;306,4909756
2164;306,4909756
2166;306,3440033
2168;306,3440033
2170;306,3440033
2172;306,3440033
2174;306,1970309
2176;306,1970309
2178;306,1970309
2180;306,0500585
2182;306,0500585
2184;306,0500585
2186;306,0500585
2188;305,9030861
2190;305,9030861
2192;305,9030861
2194;305,7561138
2196;305,7561138
2198;305,7561138
2200;305,7561138
2202;305,6091414
2204;305,6091414
2206;305,6091414
2208;305,462169
2210;305,462169
2212;305,462169
2214;305,462169
2216;305,3151966
2218;305,3151966
2220;305,3151966
2222;305,3151966
